Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cost
293,0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,4.276740565183818
294,0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,3.228516029175992
295,0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,5.059317915090435
296,0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,7.378909147971954
297,0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,8.975363030149984
298,0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,7.1056149319194395
299,1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,5.44242007043163
300,0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,5.419233645719233
301,0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,1.4541728391065945
302,0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,8.154533332728125
303,0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,2.4518245218848467
304,0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,2.7421227396568923
305,0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,8.811613326182396
306,0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,5.290994809143959
307,0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,5.788497224007476
308,0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,9.44318956001817
309,0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,9.163480821330076
310,0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,5.28824967240835
311,0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,7.143938855757106
312,0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,4.574608634029756
313,0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,8.32436296132007
314,0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,0.18516555394351153
315,0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,9.036440028852047
316,0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,5.429886089987395
317,0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,6.617670019900778
318,0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,6.376199870812669
319,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,1.726898129005423
320,0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,2.024552197562326
321,0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,9.02484197813632
322,0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,2.9653697508083967
323,0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,7.162212404969726
324,1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,5.531947995293719
325,1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,4.241270120204669
326,0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,1.5038435259681793
327,0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,2.257012766229333
328,0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,7.565752118337318
329,0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,0.9567487504956451
330,0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,9.110097992566754
331,0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,5.295296226696208
332,0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,7.363790280938028
333,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,8.464487840173236
334,0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,1.0955648405524199
335,0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,7.761712962154458
336,0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,4.747145680360379
337,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,0.7023426403197375
338,0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,5.504365265182799
339,0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,3.586661127559152
340,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,1.2136013479059848
341,0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,8.951317135576964
342,0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,3.7268997484076785
343,0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,2.6277906767496018
344,0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,6.328569641736853
345,0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,5.980229261164291
346,0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,4.237778357543586
347,0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,0.49724606542724925
348,0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,2.3764840546524213
349,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,2.4664456606049443
350,0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,7.721406343152085
351,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,5.825536695097365
352,0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,3.7696134808230344
353,0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,1.0066209720000652
354,0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,3.509295700652256
355,0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,8.448394210542219
356,0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,0.20243335259567008
357,0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,3.187358906334392
358,0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,3.292437658638827
359,0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,3.194687824113054
360,0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,9.63833364358954
361,0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,8.66715249485045
362,0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,5.711393678414083
363,0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,8.631430000996174
364,0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,5.405717755622879
365,0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,2.7339712664298332
366,0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,1.3365431003049877
367,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,6.4778555799420445
368,0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,4.325303156969685
369,0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,4.816146946039137
370,1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,8.891930692262623
371,0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,3.239407633101475
372,0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,1.1706720382094415
373,0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,5.626018281737785
374,0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,0.6415413543917903
375,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,3.317105657288738
376,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,6.6749702735398895
377,1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,9.298955588341729
378,0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,9.146811857496369
379,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,1.3168227314559944
380,0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,7.679254044231383
381,0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,1.0523827895108462
382,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,3.4935322782160396
383,0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,7.901268213765739
384,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,0.5107440535023722
385,1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,4.411295706265608
386,0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,5.701981146783486
387,0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,7.485792786401937
388,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,6.3907969113975485
389,0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,1.7094967099616587
390,0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,4.826115827465429
391,0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,6.009456517005189
392,0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,9.163306902271207
393,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,6.39833449351903
394,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,4.764924694133649
395,0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,9.940031064346178
396,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,2.916989409988023
397,0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,4.165467201182286
398,0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,4.169782470612916
399,0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,1.231715251318396
400,0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,3.779375479379418
401,0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,3.4545463420168643
402,0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,4.012031495512117
403,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,0.3757925903272419
404,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,8.705058040829051
405,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,8.994055460069958
406,0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,8.410438916874302
407,0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,6.718103128382344
408,0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,9.280332977991181
409,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,8.28988665403207
410,0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,6.859365569778582
411,0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,3.4715348930217935
412,0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,5.730528762862544
413,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,8.983658079258968
414,0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,9.84761274898929
415,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,3.472329501498117
416,0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,1.4143968937959295
417,0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,5.510059510178249
418,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,8.284671452933036
419,0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,8.805071000056175
420,0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,3.8382859223410506
421,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,7.871068910620141
422,0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,0.9812103115373461
423,0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,9.73766645277803
424,0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,5.870396101546024
425,0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,8.040632657770082
426,0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,2.251687833123265
427,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,9.70113127597834
428,0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,5.779088689927521
429,0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,9.676846975889758
430,0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,3.4175859582039534
431,0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,4.175598046561944
432,0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,8.813796606066111
433,0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,2.9991742887232133
434,0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,0.6142950745303644
435,0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,5.012272589179262
436,0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,5.031957311469963
437,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,0.873244928484963
438,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,9.278110924632688
439,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,7.235127459371351
440,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,4.091202526324298
441,0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,3.727468224713185
442,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,0.43316393357966
443,0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,2.8982144357061146
444,0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,2.1722119526969763
445,1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,4.142657748966874
446,0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,5.306867403076724
447,0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,5.230768125230113
448,0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,3.1041907203645955
449,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,7.219629725139464
450,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,7.3909295022654415
451,0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,7.5203979787802
452,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,0.949202808029106
453,0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,5.524306088207035
454,0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,8.306632872161915
455,0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,7.086993441413099
456,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,6.365223026475971
457,0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,5.7716837658647915
458,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,3.05847562696953
459,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,6.304026397239529
460,0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,7.373516026400829
461,0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,4.431878231235644
462,0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,9.308345308207349
463,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,9.413698381752853
464,0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,1.8482321133716673
465,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,0.48453014316078735
466,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,7.7177586722836065
467,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,0.21043454054797572
468,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,6.678710105501835
469,0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,2.39577268346558
470,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,4.269027448104753
471,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,8.221387532600769
472,0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,3.775234186603612
473,1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,7.299428891775037
474,0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,9.699024579145796
475,0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,1.6339083876426308
476,0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,7.296470484810889
477,0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,8.495467018970249
478,0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,8.346067766156896
479,0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,6.716087589983316
480,0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,3.550403923476307
481,0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,7.619908562144215
482,0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,6.292138472512879
483,0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,5.569183854482601
484,0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,5.1646541277832565
485,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,7.320258892913553
486,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,2.845939146029095
487,0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,5.237299463307551
488,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,5.016658132136143
489,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,6.643463064975874
490,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,1.9722953715091507
491,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,7.789191167555806
492,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,4.312320161238975
493,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,2.2120484095063264
494,0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,3.00131943466754
495,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,1.0649773257721018
496,0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,9.594324503472713
497,0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,0.8548570408290113
498,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,0.8388951799345556
499,0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,4.6915521358445575
500,0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,0.500269682216079
501,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,9.193001691057122
502,0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,7.922260574157384
503,0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,5.574779189360689
504,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,7.515553678965476
505,0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,9.136843313041336
506,0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,6.043416735766696
507,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,3.196026077835322
508,0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,6.8559991020579805
509,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,9.182856815866732
510,0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,6.789992096036687
511,0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,7.254775672236614
512,0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,3.8236884674645912
513,0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,1.9134073598558465
514,0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,1.3522887141504658
515,0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,3.5110512081905343
516,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,6.140288472094433
517,0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,5.782184489395338
518,0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,7.762932700019183
519,0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,9.899668699595203
520,0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,0.7625360382265223
521,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,6.377791740527712
522,0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,3.2425628729460234
523,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,5.993282204586661
524,0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,7.197172355612157
525,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,7.300263217
526,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,4.675149610194255
527,0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,2.187035988786994
528,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,1.0828405440999112
529,0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,4.497742959116994
530,0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,6.898949436779718
531,0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,0.7921157936597578
532,0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,7.138465752724326
533,0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,1.4204255914799035
534,0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,8.23664866042041
535,0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,5.308471394186011
536,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,6.762298390214246
537,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,2.445331954183411
538,0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,3.4433785686714247
539,0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,3.8641215227290324
540,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,5.9248181778790805
541,0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,8.997051538716555
542,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,7.134637895596999
543,1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,7.874902622026325
544,0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,7.04350560425231
545,0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,1.0869847984911518
546,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,3.7373063865921363
547,0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,7.42158258498357
548,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,1.6900960701501977
549,0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,7.354649318054053
550,0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,9.793397847804291
551,0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,9.160111438589215
552,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,6.1191516041947995
553,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,4.450131898938484
554,0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2,0.9499662017152133
555,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,1.8396180727125688
556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,9.129979308659278
557,0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,3.61,6.278627918075774
558,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57,7.023322304781171
559,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59,6.209545827439058
560,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57,1.858863270592651
561,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66,9.577283806930705
562,0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58,7.039060446542425
563,0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87,5.6396836930221514
564,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54,0.7340785458117194
565,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68,1.0881647179830056
566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71,7.326840069910188
567,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54,2.634731377159172
568,0.9,Good,J,SI1,64.3,63.0,2832,6.05,6.01,3.88,5.101697602205895
569,0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3.66,3.37040311198743
570,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24,3.2147463172830584
571,0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,5.8,3.45,7.01642342956517
572,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3.51,4.6847752814659485
573,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37,1.7357103343254665
574,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78,0.9811623598420804
575,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49,8.77862633474561
576,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3.67,2.442272565117406
577,0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,5.87,3.7,2.541364708650674
578,0.51,Very Good,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1,2.423028234992449
579,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2,1.0868320302973655
580,0.78,Ideal,I,VS2,61.8,55.0,2834,5.92,5.95,3.67,7.822678448406467
581,0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9,1.806299092303606
582,0.9,Fair,G,SI2,65.3,59.0,2834,6.07,6.0,3.94,3.8199789412965393
583,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63,8.204032283257272
584,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58,6.738829090546882
